San Antonio,32.8
San Diego,20.6
Los Angeles,32.1
San Diego,16.3
San Diego,18.8
San Antonio,15.7
Los Angeles,26.8
New York,25.9
New York,17.1
Phoenix,18.6
San Antonio,17.6
Los Angeles,14.6
San Jose,15.0
San Diego,27.7
San Jose,11.4
San Antonio,27.1
Los Angeles,16.9
San Antonio,12.1
Chicago,23.8
New York,0.4
New York,-1.8
Chicago,18.2
Houston,17.7
San Antonio,21.9
Philadelphia,19.9
San Jose,10.8
Los Angeles,28.1
Houston,21.1
Chicago,5.6
San Jose,8.5
Los Angeles,31.0
San Antonio,26.8
Dallas,12.1
San Antonio,21.0
San Antonio,20.1
Chicago,-6.1
Phoenix,20.6
Dallas,20.8
Houston,24.6
New York,5.8
San Jose,26.5
San Jose,13.3
New York,7.5
Houston,31.5
Houston,26.9
Chicago,-1.7
Los Angeles,14.8
San Diego,13.0
Phoenix,25.2
Philadelphia,3.2
San Antonio,34.3
San Jose,22.1
San Antonio,21.4
San Diego,11.3
San Diego,27.1
San Jose,22.7
San Antonio,19.7
San Diego,14.7
San Diego,23.8
Phoenix,37.7
San Diego,16.1
San Jose,18.0
San Diego,17.1
San Diego,22.0
Philadelphia,17.6
San Antonio,33.3
Chicago,11.9
Phoenix,21.0
Los Angeles,10.6
Phoenix,28.3
Los Angeles,26.5
San Antonio,18.6
San Jose,25.1
New York,4.3
Chicago,15.2
Dallas,5.1
Philadelphia,3.9
Philadelphia,6.8
New York,3.0
Philadelphia,12.8
Houston,17.9
Philadelphia,20.3
Phoenix,17.3
Chicago,19.2
New York,-0.1
Houston,20.7
Philadelphia,16.1
Philadelphia,3.1
Philadelphia,26.5
New York,-3.8
San Diego,16.1
San Jose,8.8
San Diego,16.5
Phoenix,35.8
San Jose,18.8
Houston,31.8
New York,1.8
Los Angeles,31.7
San Jose,17.9
Philadelphia,27.6
San Antonio,10.3
Los Angeles,31.4
Dallas,29.2
Los Angeles,21.4
Phoenix,21.3
San Antonio,10.2
San Diego,25.6
Phoenix,17.4
Los Angeles,34.1
Chicago,-8.9
Los Angeles,19.5
Dallas,17.2
Dallas,33.2
Chicago,11.5
Dallas,28.6
Houston,14.0
New York,7.4
Dallas,26.8
San Jose,27.4
Houston,14.9
Philadelphia,8.9
Dallas,21.9
San Diego,10.2
Phoenix,19.0
San Diego,18.3
Dallas,25.5
Chicago,22.3
Chicago,24.2
Phoenix,33.9
Dallas,1.0
San Diego,28.0
New York,18.2
Chicago,7.9
Dallas,13.9
San Diego,13.6
San Antonio,29.2
New York,10.2
San Antonio,11.8
New York,10.6
Philadelphia,26.8
Los Angeles,22.1
San Jose,9.5
Houston,18.4
Los Angeles,14.0
New York,14.2
San Diego,12.7
Dallas,33.8
New York,19.0
New York,22.4
San Jose,18.9
Phoenix,32.1
San Jose,12.5
Philadelphia,15.8
San Diego,25.5
Philadelphia,9.0
Phoenix,15.9
Dallas,16.3
Houston,28.8
Houston,9.1
San Jose,9.0
Phoenix,21.1
Philadelphia,18.6
Dallas,9.4
San Jose,17.1
Dallas,31.9
Houston,11.6
San Jose,19.2
Houston,33.8
Houston,27.0
Chicago,-4.5
Los Angeles,18.7
New York,10.0
San Antonio,27.9
Dallas,3.4
New York,6.4
Philadelphia,21.8
San Jose,26.3
Los Angeles,28.1
New York,27.2
San Antonio,10.4
San Antonio,11.6
San Antonio,29.9
San Diego,18.4
Houston,19.8
New York,11.6
Dallas,15.3
San Jose,11.0
Dallas,22.9
San Jose,22.8
New York,-0.4
San Diego,21.0
Phoenix,34.0
Phoenix,33.0
San Jose,22.6
Los Angeles,20.5
San Diego,21.4
Los Angeles,32.0
New York,12.4
San Jose,28.6
Dallas,11.6
Philadelphia,8.2
Dallas,18.9
Dallas,31.6
Houston,15.8
Dallas,28.2
Los Angeles,15.6
Phoenix,29.8
San Diego,17.6
Los Angeles,27.1
Chicago,16.6
San Diego,20.6
San Diego,12.6
San Jose,23.3
San Antonio,15.9
Philadelphia,6.2
Philadelphia,2.0
Philadelphia,21.9
Chicago,-8.7
Phoenix,22.8
Los Angeles,20.2
Philadelphia,0.1
San Diego,10.7
San Jose,21.2
Philadelphia,28.0
Los Angeles,14.4
Dallas,10.6
San Jose,9.6
San Diego,28.3
San Antonio,34.1
Chicago,-6.3
Phoenix,25.0
Houston,34.2
Chicago,-0.5
Houston,30.5
Philadelphia,7.9
Chicago,-3.4
Phoenix,18.9
Houston,31.8
Philadelphia,9.1
San Diego,21.7
Los Angeles,11.8
Chicago,-6.6
Chicago,1.8
San Diego,28.3
New York,15.7
San Antonio,30.4
San Jose,12.8
Phoenix,25.6
Philadelphia,7.1
New York,22.2
Philadelphia,18.1
Phoenix,33.2
San Diego,12.5
San Jose,12.3
San Antonio,17.5
San Jose,16.9
Dallas,29.0
San Antonio,21.1
Houston,31.9
Philadelphia,4.1
New York,25.1
Dallas,27.0
Dallas,7.7
Chicago,7.7
Los Angeles,14.7
Philadelphia,17.9
Chicago,18.9
San Antonio,28.8
San Jose,9.3
Dallas,24.3
San Antonio,34.9
San Jose,22.7
New York,-0.3
Chicago,16.4
Chicago,15.0
San Diego,21.6
Dallas,33.8
Houston,11.8
Houston,6.5
San Diego,13.4
San Antonio,29.1
Houston,5.3
Los Angeles,27.4
Philadelphia,20.6
San Antonio,11.1
San Diego,16.8
Dallas,12.9
San Antonio,21.8
Houston,19.8
Phoenix,21.5
San Diego,21.6
Chicago,3.9
San Diego,15.7
San Diego,25.5
Dallas,0.5
New York,-4.9
Los Angeles,32.5
Chicago,23.1
San Antonio,25.6
Phoenix,22.7
Phoenix,32.8
San Antonio,24.6
Chicago,12.9
Chicago,-9.7
New York,22.3
San Diego,23.8
Phoenix,28.0
Chicago,6.7
Dallas,11.8
Philadelphia,15.3
Dallas,25.4
Philadelphia,28.4
Chicago,-9.7
Houston,12.5
San Diego,17.3
Dallas,34.6
San Antonio,16.6
Chicago,23.9
San Jose,9.4
Chicago,22.8
Chicago,-2.9
Chicago,2.8
San Antonio,19.7
San Diego,19.9
San Diego,23.7
San Jose,6.1
Los Angeles,21.2
San Antonio,26.5
New York,-3.8
Houston,27.0
Philadelphia,23.8
San Jose,9.0
Chicago,6.5
Dallas,3.8
San Antonio,34.2
Phoenix,21.0
Chicago,21.4
Philadelphia,22.3
San Antonio,34.2
Philadelphia,6.3
New York,17.3
San Jose,21.3
Philadelphia,24.4
Phoenix,26.0
Los Angeles,10.2
Los Angeles,13.6
Chicago,6.4
Philadelphia,5.7
Chicago,-1.9
Chicago,3.8
Houston,33.5
Chicago,21.0
San Antonio,15.3
San Antonio,11.9
Los Angeles,25.9
San Jose,12.3
San Antonio,29.8
San Antonio,22.8
New York,10.4
Dallas,20.1
Los Angeles,18.4
Dallas,13.3
San Jose,6.5
Houston,28.2
San Jose,12.9
Los Angeles,17.7
San Diego,25.1
New York,16.8
Chicago,3.8
Houston,26.5
Chicago,2.9
Houston,19.4
San Jose,21.7
San Jose,17.9
Chicago,-9.5
Phoenix,25.3
Los Angeles,17.6
San Diego,17.2
Los Angeles,25.4
New York,0.1
Los Angeles,27.3
New York,9.2
San Jose,9.4
Dallas,5.2
San Jose,29.0
Philadelphia,13.0
New York,30.0
Dallas,23.5
San Antonio,21.4
San Jose,9.3
Los Angeles,33.2
Los Angeles,28.9
New York,9.3
San Jose,25.1
Dallas,11.9
San Diego,13.7
Philadelphia,14.5
Houston,17.6
Philadelphia,11.8
Los Angeles,22.4
San Antonio,32.8
Houston,20.0
Los Angeles,14.6
San Antonio,25.0
San Diego,21.0
New York,24.2
Houston,21.0
San Jose,14.6
San Diego,28.6
San Jose,5.3
New York,21.9
Los Angeles,28.6
Houston,24.3
New York,-1.5
New York,27.0
New York,23.7
Philadelphia,27.3
San Antonio,18.5
Philadelphia,12.4
San Jose,26.6
Phoenix,34.7
Los Angeles,12.6
New York,20.6
Philadelphia,13.4
San Antonio,16.4
Los Angeles,22.5
Phoenix,38.2
New York,12.3
Los Angeles,11.2
San Diego,18.1
San Diego,21.9
Los Angeles,21.1
San Antonio,14.0
Houston,11.3
Los Angeles,28.2
Chicago,-6.3
San Diego,19.5
Los Angeles,22.0
Philadelphia,21.8
Los Angeles,23.4
Dallas,12.8
Dallas,25.8
New York,1.4
Chicago,-0.5
San Jose,15.0
San Antonio,31.7
Philadelphia,12.4
Chicago,11.9
San Diego,16.4
San Jose,17.7
San Antonio,25.3
San Antonio,34.8
New York,-1.0
New York,21.5
Phoenix,36.0
San Antonio,33.1
Phoenix,35.2
Phoenix,22.1
Dallas,7.6
San Antonio,11.3
New York,13.7
Phoenix,25.9
San Jose,17.9
New York,20.6
New York,5.6
New York,23.8
Dallas,31.9
New York,12.6
San Jose,23.2
Los Angeles,22.8
Chicago,24.3
Los Angeles,33.2
Phoenix,16.5
Phoenix,23.9
San Jose,12.2
New York,9.5
Philadelphia,24.4
San Jose,25.2
Dallas,6.3
Chicago,19.3
New York,12.9
Philadelphia,17.1
Phoenix,33.1
Phoenix,19.3
Phoenix,16.2
Los Angeles,21.7
San Diego,28.4
Houston,31.2
San Antonio,16.5
Phoenix,25.4
Los Angeles,13.4
Chicago,3.0
San Jose,15.2
New York,22.9
Philadelphia,3.8
Phoenix,30.4
Phoenix,32.0
San Jose,28.6
San Jose,17.6
Phoenix,25.7
Houston,17.5
Houston,19.7
Phoenix,33.0
San Diego,26.1
San Antonio,12.2
Chicago,9.4
Philadelphia,25.6
New York,21.7
Phoenix,17.7
Chicago,-8.1
Phoenix,27.1
San Jose,11.0
Los Angeles,17.4
Philadelphia,15.4
Phoenix,19.7
Phoenix,35.0
Los Angeles,14.9
Dallas,13.1
New York,-0.8
Los Angeles,22.6
Houston,30.6
Philadelphia,21.0
San Diego,10.4
Philadelphia,2.0
Houston,13.8
Los Angeles,28.8
Los Angeles,14.4
Phoenix,18.7
San Jose,28.1
New York,9.1
Philadelphia,28.7
Chicago,12.2
San Antonio,11.5
Houston,8.1
Los Angeles,17.6
San Jose,28.5
Houston,12.9
Los Angeles,33.6
Houston,7.6
San Antonio,34.9
San Diego,15.3
Houston,23.9
New York,-4.8
San Antonio,27.4
New York,11.2
Los Angeles,18.6
San Jose,29.0
San Jose,11.9
New York,9.0
Chicago,-0.0
Dallas,8.0
San Antonio,17.4
New York,20.9
Phoenix,18.5
Philadelphia,11.0
New York,-4.0
San Jose,10.2
San Antonio,23.5
San Diego,23.3
Philadelphia,12.2
San Diego,25.5
Los Angeles,35.0
Houston,19.8
Chicago,3.5
Chicago,5.0
Los Angeles,10.1
San Jose,29.4
Philadelphia,10.5
San Jose,6.8
Dallas,1.1
Phoenix,21.3
Phoenix,23.0
Phoenix,19.3
Houston,16.8
Dallas,24.1
San Jose,5.0
Phoenix,28.5
San Diego,21.8
Los Angeles,21.7
Philadelphia,0.8
San Antonio,18.1
San Diego,24.0
San Diego,11.4
San Antonio,26.4
Phoenix,32.0
Phoenix,20.1
Dallas,18.4
New York,9.6
New York,11.4
New York,25.1
New York,11.2
Los Angeles,21.2
Los Angeles,14.0
Philadelphia,28.0
San Antonio,11.5
Phoenix,26.5
San Jose,16.8
New York,14.1
Philadelphia,16.1
Los Angeles,34.6
New York,8.9
San Antonio,19.6
Chicago,23.1
New York,11.1
Dallas,4.1
Dallas,29.4
Phoenix,28.0
San Antonio,20.8
Los Angeles,27.6
Houston,29.9
San Jose,10.0
Houston,14.1
Philadelphia,11.8
San Jose,9.9
San Antonio,29.7
Houston,23.1
San Jose,20.8
Philadelphia,21.1
Dallas,24.4
New York,3.3
San Diego,28.9
New York,20.2
San Diego,12.7
Los Angeles,32.6
Los Angeles,12.2
San Diego,26.1
Chicago,11.6
Houston,7.8
Phoenix,35.3
Phoenix,23.4
San Antonio,27.7
Philadelphia,12.5
Phoenix,20.6
Chicago,-9.8
Phoenix,20.4
San Jose,26.9
San Jose,29.4
Houston,20.7
Phoenix,24.9
Philadelphia,24.9
New York,24.4
San Antonio,19.5
Houston,34.3
New York,-3.1
Chicago,-2.0
Philadelphia,2.4
San Antonio,21.8
New York,20.5
Phoenix,39.2
New York,17.9
San Jose,27.3
Houston,28.6
San Jose,26.7
Phoenix,24.5
New York,26.2
San Jose,8.5
Chicago,17.5
New York,11.5
Dallas,20.9
Chicago,-4.5
Philadelphia,2.1
New York,16.6
Los Angeles,20.9
San Antonio,24.4
Houston,32.2
Philadelphia,27.6
San Diego,11.2
Chicago,22.6
San Antonio,19.8
San Jose,17.9
New York,-1.1
San Antonio,23.1
San Diego,20.2
Phoenix,27.2
New York,4.6
San Jose,26.9
San Jose,16.2
San Jose,17.2
New York,14.7
Philadelphia,1.8
San Diego,23.9
San Antonio,17.0
Chicago,1.7
Los Angeles,10.7
Los Angeles,30.6
San Antonio,20.1
New York,12.1
Houston,23.1
Phoenix,21.8
Dallas,31.9
Phoenix,20.3
Chicago,18.6
San Antonio,18.5
Chicago,-0.4
San Antonio,15.8
Philadelphia,28.8
Dallas,34.6
Phoenix,27.3
Chicago,-3.3
Dallas,31.5
Philadelphia,11.2
Phoenix,15.6
Philadelphia,29.1
Phoenix,23.8
Dallas,15.8
San Diego,15.3
Phoenix,15.1
New York,24.0
Philadelphia,0.6
San Jose,21.1
San Antonio,20.0
Philadelphia,17.1
San Jose,28.9
Chicago,-4.4
Philadelphia,1.2
Houston,17.2
Los Angeles,23.6
Chicago,22.3
San Diego,24.5
Houston,6.6
New York,5.2
Chicago,22.9
New York,14.6
Houston,25.9
Houston,8.2
San Jose,18.6
San Diego,13.1
Phoenix,35.7
Dallas,2.6
Phoenix,30.7
San Diego,17.2
San Jose,15.1
Philadelphia,6.9
New York,25.8
San Antonio,19.8
San Jose,5.2
San Jose,10.3
Philadelphia,29.6
San Antonio,18.9
Dallas,28.5
Houston,10.5
New York,26.6
Dallas,26.6
New York,17.8
Phoenix,35.1
New York,16.6
Chicago,-8.2
Dallas,15.2
New York,25.0
San Antonio,31.9
New York,14.8
Philadelphia,8.8
San Diego,25.6
Phoenix,31.9
Philadelphia,18.2
Phoenix,30.1
Phoenix,17.5
Los Angeles,27.3
San Diego,29.4
Chicago,5.3
New York,7.3
Houston,19.9
Houston,19.6
Houston,12.6
Chicago,-3.6
New York,-3.5
San Jose,28.1
San Antonio,34.7
Philadelphia,21.1
Los Angeles,25.8
Philadelphia,18.2
Philadelphia,7.1
New York,11.1
Chicago,1.0
Philadelphia,4.0
Philadelphia,14.5
Chicago,18.3
San Diego,25.2
San Jose,6.2
New York,25.4
San Diego,14.0
Houston,15.9
Los Angeles,19.4
New York,7.1
New York,18.4
Los Angeles,13.7
San Diego,25.0
San Jose,11.6
Philadelphia,15.4
Chicago,-0.8
San Diego,16.0
Houston,15.0
Houston,7.2
Philadelphia,19.9
San Diego,20.0
San Antonio,31.2
San Diego,16.9
Houston,30.5
Dallas,2.1
Los Angeles,29.8
Los Angeles,21.0
San Diego,17.2
Phoenix,38.4
New York,20.9
Houston,23.3
New York,0.2
New York,26.1
San Diego,10.9
Houston,8.2
Chicago,-1.5
Los Angeles,12.5
Dallas,21.7
Dallas,26.1
Philadelphia,28.4
Phoenix,34.5
San Antonio,33.8
Chicago,24.8
New York,28.3
Phoenix,25.2
Los Angeles,19.5
San Antonio,28.4
Los Angeles,34.6
San Jose,12.2
San Jose,11.7
San Jose,27.1
San Jose,13.9
San Jose,28.6
Houston,30.5
San Jose,10.1
Chicago,-1.6
Phoenix,29.1
Phoenix,19.3
Houston,34.0
San Diego,28.0
Phoenix,15.5
New York,-1.0
Houston,33.1
San Diego,25.5
Chicago,24.7
San Jose,16.6
Houston,23.7
Dallas,33.9
San Diego,21.5
San Jose,13.0
San Jose,22.0
Philadelphia,21.8
San Jose,29.1
Dallas,8.9
San Jose,8.9
San Jose,16.1
San Antonio,31.6
New York,21.0
San Diego,12.6
Houston,25.5
Los Angeles,27.7
Phoenix,37.4
Philadelphia,3.2
San Antonio,10.9
San Jose,29.9
Phoenix,26.1
San Antonio,20.1
San Jose,15.8
Phoenix,18.8
Houston,32.7
San Jose,23.5
Phoenix,27.8
New York,-4.3
San Diego,23.9
San Jose,6.9
San Jose,13.4
San Antonio,24.6
Houston,26.2
Phoenix,18.2
San Jose,6.9
Houston,31.3
Philadelphia,29.1
Houston,32.9
Houston,26.1
Phoenix,34.4
Phoenix,34.1
Dallas,26.3
Dallas,20.8
Phoenix,20.1
Phoenix,21.4
New York,27.7
San Diego,22.8
San Antonio,18.5
New York,6.1
San Antonio,31.9
Dallas,24.9
San Diego,14.5
Dallas,14.0
Dallas,27.2
Chicago,3.2
Houston,25.8
Phoenix,33.1
Dallas,14.8
San Jose,23.4
Dallas,30.5
San Antonio,35.0
Phoenix,38.8
Dallas,33.3
San Jose,20.5
San Diego,27.8
Chicago,21.3
San Antonio,26.0
San Jose,21.8
Philadelphia,21.2
Chicago,24.2
Phoenix,36.9
Dallas,2.0
Chicago,21.1
Dallas,17.1
Los Angeles,12.1
San Jose,10.6
San Antonio,10.3
San Jose,5.8
San Antonio,15.5
Dallas,8.3
San Jose,12.0
Dallas,27.6
Chicago,8.7
Dallas,3.5
Houston,17.8
Phoenix,24.0
San Diego,24.0
San Antonio,20.2
Chicago,-5.9
Houston,29.5
New York,11.5
Houston,23.5
San Jose,29.3
San Jose,17.3
Houston,21.6
San Antonio,27.1
Phoenix,15.4
Chicago,22.0
San Jose,5.2
Chicago,-2.0
New York,7.3
Dallas,5.1
Houston,34.2
San Jose,27.1
Phoenix,20.3
San Jose,24.6
Philadelphia,4.9
New York,29.6
Phoenix,15.7
Chicago,5.6
Houston,7.5
San Diego,28.6
Chicago,11.7
San Diego,18.3
San Diego,24.7
Philadelphia,0.5
San Diego,19.0
San Antonio,24.0
New York,22.8
San Diego,25.6
Philadelphia,28.3
San Antonio,32.6
Dallas,1.2
San Antonio,27.3
Dallas,32.3
Philadelphia,2.4
New York,21.8
Chicago,7.3
San Antonio,11.8
Chicago,11.2
Los Angeles,34.6
Dallas,23.6
Dallas,31.5
San Antonio,19.8
Dallas,15.3
New York,23.1
San Jose,24.2
San Diego,19.2
Los Angeles,14.8
Philadelphia,29.3
Dallas,18.9
Houston,20.9
Los Angeles,30.3
Los Angeles,16.7
New York,15.5
Phoenix,35.3
Dallas,32.3
New York,4.3
Chicago,20.3
New York,6.7
Houston,23.2
Houston,13.3
Philadelphia,0.7
Phoenix,33.5
Houston,21.2
Los Angeles,33.6
Chicago,21.0
San Diego,21.0
Chicago,16.3
Houston,27.2
New York,5.4
Chicago,8.7
San Jose,15.9
Phoenix,28.8
San Jose,28.4
Dallas,2.0
New York,1.7
